ticker,lstm_s,mc_mean,mc_std,sent_score,regime,regime_conf,legacy_regime,risk_score_corr,div_status,topo_modifier,topo_chaos,topo_signal,causal_modifier,causal_score,combined_mod,adver_passed,adver_delta,adver_penalty,top_driver,ig_score,raw_conf,gated_conf,gdi,gdi_penalty,gdi_tension,conflict_ruling,arb_conf,asc_score,asc_penalty,asc_quadrant,bcs,aesl_zone,aesl_mult,alloc_pct,display_alloc_pct,kelly_frac,num_shares,decision,actual_ret,result_cat,result_icon,test_date,outcome_date,window
GS,0.5283,0.5283,0.4717,0.09,Sideways,0.75,N/A,0.3423,OK,0.9919,0.5405,CHAOTIC,1.0014,0.7713,0.9967,True,-0.4618,1.0,sma50_dist,-0.001537,0.7834,0.7808,0.0262,1.0,HARMONY,MILD_ADJUST,0.4314,0.97,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.1702,MILD,0.828,6.09,6.09,0.1471,1,HOLD,2.068,hold,—,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13→20-2024)
V,0.0175,0.0175,0.0175,0.08,Sideways,0.82,N/A,0.4,OK,0.9927,0.5366,NEUTRAL,0.9655,0.6515,0.9791,True,-0.4287,1.0,RSI,0.002038,0.2329,0.2281,0.299,0.95,MILD,NO_CONFLICT,0.1483,0.9767,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.6425,MODERATE,0.78,0.0,2.0,-0.2776,0,SELL,-0.12,noise_c,🔍✓,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13→20-2024)
GLD,0.9999,0.9999,0.0001,0.08,Sideways,0.82,N/A,0.3,OK,1.0121,0.4395,NEUTRAL,0.95,0.5,0.981,False,0.0084,0.72,vol_change,0.001285,0.9943,0.7024,0.277,0.95,MILD,NO_CONFLICT,0.4566,1.0,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.199,MILD,0.828,7.27,7.27,0.1848,3,HOLD,3.838,hold,—,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13→20-2024)
TLT,1.0,1.0,0.0,0.1,Bull,0.31,N/A,0.3,OK,0.9132,0.6936,SIDEWAYS,0.95,0.5,0.9316,True,0.0662,1.0,macd_norm,0.001855,0.9953,0.538,0.195,1.0,HARMONY,NO_CONFLICT,0.3497,1.0,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.0,HARMONY,1.04,4.66,4.66,0.0896,5,HOLD,0.852,hold,—,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13→20-2024)
SLV,1.0,1.0,0.0,0.06,Bear,0.87,N/A,0.3,OK,1.0101,0.4493,NEUTRAL,0.95,0.5,0.98,False,0.0075,0.72,vol_change,0.002429,0.9931,0.7008,0.669,0.5,CRITICAL,NO_CONFLICT,0.4555,1.0,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.7377,HIGH,0.572,1.11,1.11,0.0925,4,HOLD,12.326,hold,—,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13→20-2024)
XOM,0.4691,0.4691,0.4691,0.05,Sideways,0.86,N/A,0.35,OK,1.013,0.4352,NEUTRAL,0.88,0.3,0.9465,True,-0.5237,1.0,vol_change,0.001618,0.4843,0.4584,0.0326,1.0,HARMONY,MILD_ADJUST,0.2532,0.975,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.0,HARMONY,0.92,0.0,2.0,-0.1201,0,SELL,1.462,noise_w,🔍✗,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13→20-2024)
CVX,0.0,0.0,0.0,0.04,Sideways,0.94,N/A,0.35,OK,0.929,0.6106,SIDEWAYS,0.9954,0.6845,0.9622,True,-0.8293,1.0,macd_norm,-0.002536,0.2206,0.2123,0.297,0.95,MILD,NO_CONFLICT,0.138,0.9763,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.4674,MODERATE,0.78,0.0,2.0,-0.293,0,SELL,-1.071,noise_c,🔍✓,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13→20-2024)
WMT,0.9999,0.9999,0.0001,0.06,Sideways,0.94,N/A,0.3381,OK,0.9892,0.5539,CHAOTIC,0.9324,0.6081,0.9608,False,0.0022,0.72,macd_norm,0.001342,0.9934,0.6872,0.279,0.95,MILD,NO_CONFLICT,0.4467,0.9696,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.2828,MILD,0.9,7.27,7.27,0.17,12,HOLD,6.241,hold,—,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13→20-2024)
PG,0.4722,0.4722,0.4722,0.04,Bull,0.98,N/A,0.4723,MINOR,0.9247,0.6331,SIDEWAYS,0.9639,0.6462,0.9443,True,-0.5142,1.0,macd_norm,0.002324,0.4949,0.4673,0.3249,0.95,MILD,MILD_ADJUST,0.2582,0.9692,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.2999,MILD,0.927,0.0,2.0,-0.0385,0,SELL,0.868,noise_w,🔍✗,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13→20-2024)
JNJ,1.0,1.0,0.0,0.04,Sideways,0.77,N/A,0.3743,OK,0.9307,0.6015,SIDEWAYS,0.9953,0.6842,0.963,True,0.0135,1.0,RSI,0.002137,0.9922,0.9077,0.281,0.95,MILD,NO_CONFLICT,0.6808,0.9442,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2732,MILD,0.9,18.0,18.0,0.5212,12,BUY,0.842,noise_c,🔍✓,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13→20-2024)
NFLX,0.9998,0.9998,0.0002,0.09,Bear,0.87,N/A,0.5533,MINOR,1.0054,0.4732,CHAOTIC,0.9955,0.6848,1.0005,True,0.0266,1.0,sma50_dist,0.002469,0.9946,0.995,0.6947,0.5,CRITICAL,MILD_ADJUST,0.689,0.9442,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.6152,MODERATE,0.75,4.92,4.92,0.4817,7,HOLD,3.93,hold,—,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13→20-2024)
DIS,0.0,0.0,0.0,0.06,Bear,0.73,N/A,0.3347,OK,0.9241,0.6364,SIDEWAYS,0.84,0.3,0.8821,True,-0.0319,1.0,sma10_dist,-0.001883,0.1634,0.1441,0.2564,0.95,MILD,NO_CONFLICT,0.0937,0.9526,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.2068,MILD,0.828,0.0,2.0,-0.5106,0,SELL,-2.769,correct,✅,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13→20-2024)
CRM,0.9999,0.9999,0.0001,0.08,Sideways,0.85,N/A,0.3294,OK,0.9891,0.5544,CHAOTIC,0.86,0.3,0.9245,True,0.1615,1.0,vol_change,0.001123,0.9943,0.9193,0.277,0.95,MILD,NO_CONFLICT,0.5975,1.0,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.2026,MILD,0.936,14.88,14.88,0.3963,5,BUY,3.441,correct,✅,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13→20-2024)
PLTR,1.0,1.0,0.0,0.1,Bear,0.98,N/A,0.502,MINOR,0.9046,0.7392,SIDEWAYS,0.9355,0.6182,0.9201,False,0.0035,0.72,sma50_dist,0.00323,0.995,0.6591,0.7531,0.5,CRITICAL,MILD_ADJUST,0.4066,1.0,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.6403,MODERATE,0.78,0.0,0.0,0.011,0,HOLD,3.247,hold,—,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13→20-2024)
AAPL,0.9999,0.9999,0.0001,-0.08,Sideways,0.69,N/A,0.3193,OK,1.0085,0.4577,CHAOTIC,0.9954,0.6845,1.0019,False,0.0046,0.72,sma10_dist,0.001213,0.9791,0.5992,0.3089,0.95,MILD,NO_CONFLICT,0.3895,1.0,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.4705,MODERATE,0.69,2.76,2.76,0.0842,1,HOLD,1.685,hold,—,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
MSFT,0.0,0.0,0.0,-0.1,Sideways,0.98,N/A,0.4761,MINOR,0.9281,0.6151,SIDEWAYS,0.9655,0.6515,0.9468,True,-0.0519,1.0,sma10_dist,-0.000932,0.201,0.1903,0.275,0.95,MILD,NO_CONFLICT,0.119,1.0,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.3661,MODERATE,0.75,0.0,2.0,-0.3215,0,SELL,-3.618,correct,✅,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
NVDA,1.0,1.0,0.0,-0.14,Sideways,0.83,N/A,0.4487,MINOR,0.9254,0.6292,SIDEWAYS,0.9655,0.6515,0.9455,True,0.0175,1.0,sma20_dist,0.001831,0.9668,0.5257,0.3408,0.95,MILD,HOLD,0.312,1.0,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.4801,MODERATE,0.75,0.0,0.0,-0.032,0,HOLD,5.811,hold,—,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
TSLA,0.0037,0.0037,0.0037,-0.09,Bear,0.89,N/A,0.948,CRITICAL,1.0118,0.4408,CHAOTIC,0.9655,0.6515,0.9887,True,-0.7856,1.0,macd_norm,0.005108,0.1438,0.1536,0.2285,0.95,MILD,SYSTEMIC_VETO,0.03,0.9885,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.0975,HARMONY,1.0,0.0,2.0,-0.6167,0,SELL,-7.002,correct,✅,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
META,0.0,0.0,0.0,-0.11,Bear,0.94,N/A,0.4764,MINOR,0.9827,0.5863,CHAOTIC,0.9655,0.6515,0.9741,True,-0.1991,1.0,macd_norm,-0.003217,0.1396,0.1469,0.192,1.0,HARMONY,NO_CONFLICT,0.0918,0.9916,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.1003,HARMONY,1.092,0.0,2.0,-0.5136,0,SELL,-3.907,correct,✅,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
GOOGL,0.1129,0.1129,0.1129,-0.09,Bear,0.89,N/A,0.4388,MINOR,0.9297,0.607,SIDEWAYS,0.9955,0.6848,0.9626,True,-0.692,1.0,sma10_dist,0.001231,0.1859,0.1932,0.229,0.95,MILD,MILD_ADJUST,0.1076,0.9566,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.0184,HARMONY,1.092,0.0,2.0,-0.4873,0,SELL,-1.032,noise_c,🔍✓,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
AMZN,0.0,0.0,0.0,-0.1,Bear,0.94,N/A,0.4115,MINOR,1.0093,0.4537,CHAOTIC,0.9655,0.6515,0.9874,True,-0.8783,1.0,sma20_dist,-0.002495,0.141,0.1504,0.195,1.0,HARMONY,NO_CONFLICT,0.0972,0.9745,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.1013,HARMONY,1.092,0.0,2.0,-0.5047,0,SELL,-3.379,correct,✅,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
AMD,0.0076,0.0076,0.0076,-0.15,Bear,0.98,N/A,0.8214,CRITICAL,1.0074,0.4632,CHAOTIC,0.9655,0.6515,0.9865,True,-0.9249,1.0,sma20_dist,-0.001187,0.1369,0.1459,0.1886,1.0,HARMONY,SYSTEMIC_VETO,0.0285,0.958,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.0816,HARMONY,1.092,0.0,2.0,-0.6192,0,SELL,-1.65,noise_c,🔍✓,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
INTC,0.0,0.0,0.0,-0.12,Bear,0.98,N/A,0.9146,CRITICAL,0.9873,0.5634,CHAOTIC,0.9655,0.6515,0.9764,True,-0.1051,1.0,log_return,-0.004975,0.1382,0.1457,0.2077,0.95,MILD,SYSTEMIC_VETO,0.0284,0.9692,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.0978,HARMONY,1.092,0.0,2.0,-0.6193,0,SELL,-3.024,correct,✅,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
ORCL,0.0033,0.0033,0.0033,-0.08,Bear,0.68,N/A,0.4159,MINOR,0.9182,0.6672,SIDEWAYS,0.9655,0.6515,0.9419,True,-0.5577,1.0,RSI,0.002097,0.1451,0.2511,0.2117,0.95,MILD,NO_CONFLICT,0.1619,0.9515,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.1095,HARMONY,1.092,0.0,2.0,-0.3968,0,SELL,-1.221,noise_c,🔍✓,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
SPY,0.002,0.002,0.002,-0.12,Bull,0.98,N/A,0.3,OK,0.9266,0.6232,SIDEWAYS,0.95,0.5,0.9383,True,-0.6677,1.0,sma20_dist,-0.000693,0.244,0.2289,0.6615,0.5,CRITICAL,NO_CONFLICT,0.1488,0.9801,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.7022,HIGH,0.6186,0.0,2.0,-0.1917,0,SELL,-1.664,correct,✅,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
QQQ,0.0,0.0,0.0,-0.16,Sideways,0.98,N/A,0.3,OK,0.9916,0.5418,CHAOTIC,0.95,0.5,0.9708,True,-0.6388,1.0,sma20_dist,-0.001075,0.1926,0.187,0.269,0.95,MILD,NO_CONFLICT,0.1216,0.9668,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.3511,MODERATE,0.7245,0.0,2.0,-0.3177,0,SELL,-2.686,correct,✅,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
DIA,0.0,0.0,0.0,-0.1,Bull,0.98,N/A,0.3,OK,0.9881,0.5597,CHAOTIC,0.95,0.5,0.969,True,-0.1974,1.0,vol_change,-0.002051,0.246,0.2384,0.665,0.5,CRITICAL,NO_CONFLICT,0.155,0.9668,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.7088,HIGH,0.5948,0.0,2.0,-0.1831,0,SELL,-1.88,correct,✅,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
IWM,0.0,0.0,0.0,-0.14,Sideways,0.88,N/A,0.3,OK,0.9059,0.7321,SIDEWAYS,0.95,0.5,0.928,True,-0.881,1.0,macd_norm,-0.002427,0.1954,0.1813,0.271,0.95,MILD,NO_CONFLICT,0.1178,0.9668,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.353,MODERATE,0.7245,0.0,2.0,-0.3232,0,SELL,-5.278,correct,✅,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
JPM,0.0333,0.0333,0.0333,-0.07,Sideways,0.77,N/A,0.3738,OK,1.0104,0.4482,CHAOTIC,0.9655,0.6515,0.9879,True,-0.9109,1.0,RSI,-0.002196,0.218,0.2154,0.259,0.95,MILD,NO_CONFLICT,0.1615,0.9249,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2802,MILD,0.9,0.0,2.0,-0.2577,0,SELL,-0.497,noise_c,🔍✓,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
BAC,0.0,0.0,0.0,-0.08,Sideways,0.77,N/A,0.3294,OK,1.0079,0.4604,CHAOTIC,0.9655,0.6515,0.9867,True,-0.1525,1.0,log_return,0.001684,0.2038,0.2011,0.277,0.95,MILD,NO_CONFLICT,0.1508,0.9326,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.3671,MODERATE,0.75,0.0,2.0,-0.2738,0,SELL,-3.475,correct,✅,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
GS,0.0001,0.0001,0.0001,-0.07,Sideways,0.93,N/A,0.3423,OK,1.009,0.4548,CHAOTIC,0.9655,0.6515,0.9872,True,-0.9679,1.0,sma10_dist,0.001426,0.2052,0.2026,0.278,0.95,MILD,NO_CONFLICT,0.152,0.9326,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.3732,MODERATE,0.75,0.0,2.0,-0.2721,0,SELL,-2.652,correct,✅,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
V,0.9967,0.9967,0.0033,-0.06,Sideways,0.6,N/A,0.4,OK,1.0084,0.4582,CHAOTIC,1.0314,0.8046,1.0199,True,0.3232,1.0,log_return,-0.002782,0.982,0.8049,0.3011,0.95,MILD,NO_CONFLICT,0.6037,0.9372,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2584,MILD,0.9,17.34,17.34,0.4055,5,BUY,0.421,noise_c,🔍✓,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
GLD,0.0,0.0,0.0,-0.06,Sideways,0.98,N/A,0.3,OK,0.9249,0.6323,SIDEWAYS,0.95,0.5,0.9375,True,-0.9918,1.0,sma10_dist,-0.002363,0.2066,0.1937,0.279,0.95,MILD,NO_CONFLICT,0.1453,0.9123,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.5317,MODERATE,0.75,0.0,2.0,-0.2821,0,SELL,-1.601,noise_c,🔍✓,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
TLT,0.0,0.0,0.0,-0.14,Sideways,0.93,N/A,0.3,OK,0.9914,0.5428,NEUTRAL,0.95,0.5,0.9707,True,-0.164,1.0,macd_norm,-0.001236,0.1954,0.1897,0.271,0.95,MILD,NO_CONFLICT,0.1423,0.9123,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.3545,MODERATE,0.69,0.0,2.0,-0.2866,0,SELL,-2.853,correct,✅,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
SLV,0.0,0.0,0.0,-0.08,Bear,0.72,N/A,0.3,OK,0.9095,0.7131,SIDEWAYS,0.95,0.5,0.9297,True,-0.1425,1.0,macd_norm,-0.002325,0.1438,0.1444,0.201,0.95,MILD,NO_CONFLICT,0.1083,0.9123,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.114,HARMONY,1.0,0.0,2.0,-0.4862,0,SELL,-2.914,noise_c,🔍✓,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
XOM,0.0,0.0,0.0,-0.05,Sideways,0.88,N/A,0.35,OK,1.008,0.46,CHAOTIC,0.9654,0.6514,0.9867,True,-0.192,1.0,sma20_dist,-0.001132,0.208,0.2052,0.28,0.95,MILD,NO_CONFLICT,0.1539,0.9123,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.4898,MODERATE,0.78,0.0,2.0,-0.2692,0,SELL,-2.001,correct,✅,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
CVX,0.0,0.0,0.0,-0.04,Sideways,0.86,N/A,0.35,OK,1.0087,0.4564,CHAOTIC,0.9654,0.6513,0.987,True,-0.2328,1.0,sma20_dist,-0.001235,0.2094,0.2067,0.281,0.95,MILD,NO_CONFLICT,0.155,0.9123,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.4744,MODERATE,0.69,0.0,2.0,-0.2675,0,SELL,-4.278,correct,✅,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
WMT,0.0,0.0,0.0,-0.04,Sideways,0.94,N/A,0.3381,OK,1.012,0.4398,CHAOTIC,0.9654,0.6514,0.9887,True,-0.3116,1.0,RSI,-0.001845,0.2094,0.207,0.281,0.95,MILD,NO_CONFLICT,0.1552,0.9123,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.4674,MODERATE,0.69,0.0,2.0,-0.2671,0,SELL,-4.764,correct,✅,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
PG,1.0,1.0,0.0,-0.03,Sideways,0.74,N/A,0.4723,MINOR,0.9161,0.6784,SIDEWAYS,0.965,0.6499,0.9405,False,0.0006,0.72,log_return,0.001045,0.9861,0.6344,0.294,0.95,MILD,MILD_ADJUST,0.4586,0.9249,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2734,MILD,0.9,8.03,8.03,0.1879,4,HOLD,-1.77,hold,—,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
JNJ,0.9997,0.9997,0.0003,-0.02,Sideways,0.82,N/A,0.3743,OK,1.01,0.4498,NEUTRAL,0.92,0.3,0.965,True,0.0529,1.0,macd_norm,-0.00091,0.9872,0.9051,0.2909,0.95,MILD,NO_CONFLICT,0.6788,0.9249,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2764,MILD,0.9,18.0,18.0,0.5182,12,BUY,0.987,noise_c,🔍✓,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
NFLX,0.0069,0.0069,0.0069,-0.09,Bear,0.94,N/A,0.5533,MINOR,1.0134,0.4329,NEUTRAL,1.0314,0.8046,1.0224,True,-0.5139,1.0,macd_norm,0.001178,0.145,0.1602,0.199,1.0,HARMONY,NO_CONFLICT,0.1109,0.8798,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.0896,HARMONY,1.0,0.0,2.0,-0.4818,0,SELL,-1.046,noise_c,🔍✓,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
DIS,0.0,0.0,0.0,-0.07,Bear,0.86,N/A,0.3347,OK,1.0088,0.456,CHAOTIC,0.84,0.3,0.9244,True,-0.3556,1.0,log_return,0.001973,0.1452,0.145,0.204,0.95,MILD,NO_CONFLICT,0.1087,0.9036,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.108,HARMONY,1.04,0.0,2.0,-0.4854,0,SELL,-0.633,noise_c,🔍✓,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
CRM,0.0,0.0,0.0,-0.09,Bear,0.89,N/A,0.3294,OK,1.0118,0.441,CHAOTIC,1.0486,0.8621,1.0302,True,-0.7593,1.0,sma10_dist,-0.001321,0.1424,0.1584,0.2255,0.95,MILD,NO_CONFLICT,0.1188,0.9036,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.1044,HARMONY,1.04,0.0,2.0,-0.4687,0,SELL,-3.902,correct,✅,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
PLTR,0.0,0.0,0.0,-0.1,Bear,0.89,N/A,0.502,MINOR,1.0123,0.4385,CHAOTIC,0.9655,0.6515,0.9889,True,-0.0149,1.0,macd_norm,0.002343,0.141,0.1506,0.2612,0.95,MILD,NO_CONFLICT,0.1072,0.9036,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.1033,MILD,0.936,0.0,2.0,-0.488,0,SELL,6.521,wrong,❌,2024-12-16,2024-12-23,Win10: Bear-FedHawk       (Dec16→23-2024)
AAPL,0.0007,0.0007,0.0007,-0.06,Bear,0.98,N/A,0.3193,OK,0.9222,0.6461,SIDEWAYS,1.0254,0.7182,0.9738,True,-0.4639,1.0,sma10_dist,-0.001316,0.1469,0.1545,0.2071,0.95,MILD,NO_CONFLICT,0.1159,0.9036,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.1773,MILD,0.936,0.0,2.0,-0.4735,0,SELL,-0.048,noise_c,🔍✓,2025-02-03,2025-02-10,Win11: Bear-DeepSeek      (Feb03→10-2025)
MSFT,0.0,0.0,0.0,-0.09,Bear,0.98,N/A,0.4761,MINOR,0.9068,0.7275,SIDEWAYS,0.9655,0.6515,0.9362,True,-0.2263,1.0,vol_change,0.002695,0.1424,0.144,0.2008,0.95,MILD,NO_CONFLICT,0.1039,0.9036,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.1009,MILD,0.9,0.0,2.0,-0.4935,0,SELL,0.316,noise_w,🔍✗,2025-02-03,2025-02-10,Win11: Bear-DeepSeek      (Feb03→10-2025)
NVDA,1.0,1.0,0.0,-0.22,Bear,0.98,N/A,0.4487,MINOR,0.9168,0.675,SIDEWAYS,0.9655,0.6515,0.9411,False,0.0002,0.72,sma10_dist,0.003964,0.9411,0.3713,0.797,0.5,CRITICAL,HOLD,0.306,0.9058,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.6762,HIGH,0.572,0.0,0.0,-0.1567,0,HOLD,14.495,hold,—,2025-02-03,2025-02-10,Win11: Bear-DeepSeek      (Feb03→10-2025)
TSLA,0.0,0.0,0.0,-0.08,Bear,0.68,N/A,0.948,CRITICAL,1.0091,0.4543,CHAOTIC,0.9355,0.6182,0.9723,True,-0.1584,1.0,macd_norm,0.002565,0.1438,0.2582,0.2548,0.95,MILD,SYSTEMIC_VETO,0.0581,0.8687,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.1164,MILD,0.828,0.0,2.0,-0.5698,0,SELL,-8.588,correct,✅,2025-02-03,2025-02-10,Win11: Bear-DeepSeek      (Feb03→10-2025)
META,1.0,1.0,0.0,-0.07,Bear,0.94,N/A,0.4764,MINOR,0.9925,0.5375,NEUTRAL,0.9655,0.6515,0.979,False,0.0014,0.72,vol_change,0.004265,0.9799,0.6907,0.682,0.5,CRITICAL,MILD_ADJUST,0.4983,0.941,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.6982,HIGH,0.55,2.1,2.1,0.1638,0,HOLD,2.859,hold,—,2025-02-03,2025-02-10,Win11: Bear-DeepSeek      (Feb03→10-2025)
GOOGL,0.0,0.0,0.0,-0.08,Bear,0.94,N/A,0.4388,MINOR,0.9281,0.6153,SIDEWAYS,0.9655,0.6515,0.9468,True,-0.0307,1.0,sma50_dist,0.000602,0.1438,0.147,0.201,0.95,MILD,NO_CONFLICT,0.1081,0.9317,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.1035,MILD,0.828,0.0,2.0,-0.4864,0,SELL,-7.335,correct,✅,2025-02-03,2025-02-10,Win11: Bear-DeepSeek      (Feb03→10-2025)
AMZN,0.0,0.0,0.0,-0.07,Sideways,0.77,N/A,0.4115,MINOR,0.9877,0.5615,NEUTRAL,0.9655,0.6515,0.9766,True,-0.6661,1.0,sma20_dist,-0.002278,0.2052,0.2004,0.278,0.95,MILD,NO_CONFLICT,0.1494,0.9317,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.3702,MODERATE,0.78,0.0,2.0,-0.2759,0,SELL,-1.803,noise_c,🔍✓,2025-02-03,2025-02-10,Win11: Bear-DeepSeek      (Feb03→10-2025)
AMD,0.0,0.0,0.0,-0.18,Bear,0.98,N/A,0.8214,CRITICAL,0.9906,0.5471,CHAOTIC,0.9355,0.6182,0.963,True,-0.5722,1.0,macd_norm,-0.002574,0.1298,0.135,0.1971,1.0,HARMONY,SYSTEMIC_VETO,0.0304,0.9317,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.092,HARMONY,1.0,0.0,2.0,-0.616,0,SELL,-3.317,correct,✅,2025-02-03,2025-02-10,Win11: Bear-DeepSeek      (Feb03→10-2025)
INTC,0.867,0.867,0.133,-0.14,Bear,0.98,N/A,0.9146,CRITICAL,1.0089,0.4555,CHAOTIC,0.9655,0.6515,0.9872,True,-0.0883,1.0,sma10_dist,0.00433,0.9338,0.5489,0.6152,0.7,HIGH,HOLD,0.2854,0.9756,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.6939,HIGH,0.572,0.0,0.0,-0.191,0,HOLD,2.012,hold,—,2025-02-03,2025-02-10,Win11: Bear-DeepSeek      (Feb03→10-2025)
