ticker,lstm_s,mc_mean,mc_std,sent_score,regime,regime_conf,legacy_regime,risk_score_corr,div_status,topo_modifier,topo_chaos,topo_signal,causal_modifier,causal_score,combined_mod,adver_passed,adver_delta,adver_penalty,top_driver,ig_score,raw_conf,gated_conf,gdi,gdi_penalty,gdi_tension,conflict_ruling,arb_conf,asc_score,asc_penalty,asc_quadrant,bcs,aesl_zone,aesl_mult,alloc_pct,display_alloc_pct,kelly_frac,num_shares,decision,actual_ret,result_cat,result_icon,test_date,outcome_date,window
PLTR,0.0,0.0,0.0,0.12,Bear,0.87,N/A,0.502,MINOR,0.9081,0.7208,SIDEWAYS,0.9355,0.6182,0.9218,True,-0.0174,1.0,sma20_dist,0.002038,0.1718,0.1584,0.2628,0.95,MILD,HOLD,0.2652,0.9794,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.5197,MODERATE,0.75,0.0,2.0,-0.2247,0,SELL,8.171,wrong,❌,2024-06-10,2024-06-17,Win8:  Bull-AIRally       (Jun10→17-2024)
AAPL,1.0,1.0,0.0,0.1,Sideways,0.885,N/A,0.3193,OK,0.9865,0.5677,CHAOTIC,0.9355,0.6182,0.961,True,0.0129,1.0,sma10_dist,0.001648,0.9952,0.9563,0.275,0.95,MILD,NO_CONFLICT,0.6216,0.9772,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.2044,MILD,0.828,15.2,15.2,0.4324,8,BUY,2.555,correct,✅,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13→20-2024)
MSFT,1.0,1.0,0.0,0.09,Bear,0.91,N/A,0.4761,MINOR,0.903,0.7476,SIDEWAYS,0.88,0.3,0.8915,True,0.0333,1.0,RSI,0.001781,0.9946,0.8867,0.666,0.5,CRITICAL,MILD_ADJUST,0.5544,0.9772,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.6255,MODERATE,0.78,5.01,5.01,0.2573,1,HOLD,2.994,hold,—,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13→20-2024)
NVDA,1.0,1.0,0.0,0.18,Sideways,0.91,N/A,0.4487,MINOR,0.9911,0.5444,CHAOTIC,0.9655,0.6515,0.9783,False,0.0006,0.72,sma50_dist,0.001892,0.9972,0.7024,0.3273,0.95,MILD,NO_CONFLICT,0.4454,0.9772,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.1993,MILD,0.828,3.31,3.31,0.1682,3,HOLD,4.846,hold,—,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13→20-2024)
TSLA,1.0,1.0,0.0,0.07,Bear,0.98,N/A,0.948,CRITICAL,0.9879,0.5605,CHAOTIC,0.9355,0.6182,0.9617,True,0.0418,1.0,sma10_dist,0.003647,0.9937,0.9556,0.768,0.5,CRITICAL,MILD_ADJUST,0.4969,0.9772,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.6479,MODERATE,0.78,1.57,1.57,0.1615,0,HOLD,1.78,hold,—,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13→20-2024)
META,0.9998,0.9998,0.0002,0.11,Sideways,0.83,N/A,0.4764,MINOR,0.9822,0.5889,CHAOTIC,0.9655,0.6515,0.9738,True,0.3932,1.0,log_return,0.002651,0.9955,0.9695,0.309,0.95,MILD,MILD_ADJUST,0.6061,0.9772,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.197,MILD,0.828,8.04,8.04,0.4091,1,BUY,0.177,noise_c,🔍✓,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13→20-2024)
GOOGL,1.0,1.0,0.0,0.08,Sideways,0.91,N/A,0.4388,MINOR,1.0113,0.4436,CHAOTIC,0.9655,0.6515,0.9884,False,0.0027,0.72,RSI,0.001136,0.9944,0.7076,0.2956,0.95,MILD,NO_CONFLICT,0.451,0.9772,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.2094,MILD,0.936,5.08,5.08,0.1766,3,HOLD,4.6,hold,—,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13→20-2024)
AMZN,0.0,0.0,0.0,0.09,Bear,0.88,N/A,0.4115,MINOR,0.9822,0.5892,NEUTRAL,0.9955,0.6848,0.9889,True,-0.4741,1.0,sma10_dist,-0.001447,0.1676,0.1657,0.252,0.95,MILD,NO_CONFLICT,0.1236,0.9248,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.5025,MODERATE,0.78,0.0,2.0,-0.4607,0,SELL,-1.624,noise_c,🔍✓,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13→20-2024)
AMD,1.0,1.0,0.0,0.13,Bear,0.98,N/A,0.8214,CRITICAL,0.9865,0.5676,NEUTRAL,0.9655,0.6515,0.976,True,0.0101,1.0,sma20_dist,-0.000453,0.996,0.9721,0.7013,0.5,CRITICAL,MILD_ADJUST,0.5055,0.9638,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.633,MODERATE,0.69,1.52,1.52,0.1758,1,HOLD,10.474,hold,—,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13→20-2024)
INTC,1.0,1.0,0.0,0.06,Bear,0.98,N/A,0.9146,CRITICAL,1.0094,0.453,CHAOTIC,0.9355,0.6182,0.9725,True,0.0164,1.0,macd_norm,0.003146,0.9931,0.9658,0.6858,0.5,CRITICAL,MILD_ADJUST,0.5022,0.9638,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.7571,HIGH,0.4301,1.22,1.22,0.1703,4,HOLD,5.211,hold,—,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13→20-2024)
ORCL,1.0,1.0,0.0,0.07,Sideways,0.98,N/A,0.4159,MINOR,0.9853,0.5737,CHAOTIC,1.0255,0.7182,1.0054,False,0.0025,0.72,vol_change,0.001089,0.9939,0.7195,0.278,0.95,MILD,NO_CONFLICT,0.464,0.9638,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.2179,MILD,0.7038,6.55,6.55,0.196,5,HOLD,7.004,hold,—,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13→20-2024)
SPY,1.0,1.0,0.0,0.13,Sideways,0.98,N/A,0.3,OK,0.9144,0.6873,SIDEWAYS,0.95,0.5,0.9322,True,0.1674,1.0,macd_norm,0.001657,0.9961,0.9286,0.272,0.95,MILD,NO_CONFLICT,0.6036,0.9638,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.2114,MILD,0.9,17.33,17.33,0.4054,3,BUY,1.757,correct,✅,2024-05-13,2024-05-20,Win9:  Bull-PostCPI       (May13→20-2024)
